label,text
ham,Oh k :)why you got job then whats up?
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,No. But we'll do medical missions to nigeria
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,I.ll get there tomorrow and send it to you
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
ham,Haha okay... Today weekend leh... 
ham,Annoying isn't it.
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
spam,You have WON a guaranteed ï¿½1000 cash or a ï¿½2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham,Were somewhere on Fredericksburg
ham,U can call now...
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,Where r e meeting tmr?
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only ï¿½1.50/week. SavaMob - offers mobile!"
ham,Whos this am in class:-)
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
ham,I canï¿½ï¿½t wait for cornwall. Hope tonight isnï¿½ï¿½t too bad as well but itï¿½ï¿½s rock night shite. Anyway iï¿½ï¿½m going for a kip now have a good night. Speak to you soon.
ham,Meet after lunch la...
ham,Surely result will offer:)
ham,Where did u go? My phone is gonna die you have to stay in here
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,Can ï¿½_ send me a copy of da report?
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,"Great. I'm in church now, will holla when i get out"
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged ï¿½4.50. Should your tone not arrive please call customer services on 09065069154"
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,Din i tell u jus now 420
ham,Ugh fuck it I'm resubbing to eve
ham,Do u hav any frnd by name ashwini in ur college?
ham,Yes. It's all innocent fun. O:-)
ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
ham,Congrats kano..whr s the treat maga?
ham,Yo theres no class tmrw right?
ham,"Sorry, I can't help you on this."
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY ï¿½1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,I like cheap! But iï¿½ï¿½ï¿½m happy to splash out on the wine if it makes you feel better..
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,"Thatï¿½ï¿½ï¿½s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
ham,here is my new address -apples&pairs&all that malarky
ham,Pls she needs to dat slowly or she will vomit more.
ham,Mmm thats better now i got a roast down me! iï¿½ï¿½d b better if i had a few drinks down me 2! Good indian?
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. ï¿½1.50 SP:Tyrone
ham,I see the letter B on my car
ham,I meant middle left or right?
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,I am going to sleep. I am tired of travel.
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
ham,S'fine. Anytime. All the best with it.
ham,U too...
ham,U don't remember that old commercial?
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,Just taste fish curry :-P
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
spam,U are subscribed to the best Mobile Content Service in the UK for ï¿½3 per ten days until you send STOP to 83435. Helpline 08706091795.
ham,I liked your new house
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,* Will have two more cartons off u and is very pleased with shelves
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX ï¿½1.50
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,Yes.mum lookin strong:)
spam,"Today's Offer! Claim ur ï¿½150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ï¿½3.00 Sub. 16 . Unsub reply X"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
spam,"Romantic Paris. 2 nights, 2 flights from ï¿½79 Book now 4 next year. Call 08704439680Ts&Cs apply."
ham,I think i am disturbing her da
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,"alright, I'll make sure the car is back tonight"
ham,Am i that much dirty fellow?
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,You said not now. No problem. When you can. Let me know.
ham,How much you got for cleaning
ham,Honey boo I'm missing u.
ham,K..u also dont msg or reply to his msg..
spam,"URGENT! Your mobile No 077xxx WON a ï¿½2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a ï¿½1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Yo you around? A friend of mine's lookin to pick up later tonight
ham,If india win or level series means this is record:)
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, ï¿½3 per pole. UnSub 08718727870."
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ï¿½_ leaving earlier or wat mah cos mayb ï¿½_ haf to walk v far...
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
ham,Did you get any gift? This year i didnt get anything. So bad
ham,Why didn't u call on your lunch?
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,What's the significance?
ham,"No, I was trying it all weekend ;V"
ham,How much it will cost approx . Per month.
ham,I'm very happy for you babe ! Woo hoo party on dude!
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,I'm working technical support :)voice process.networking field.
ham,Yeah I can still give you a ride
ham,Whens your radio show?
ham,G wants to know where the fuck you are
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,There bold 2  &lt;#&gt; . Is that yours
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a ï¿½350 award. If your number matches please call 09063442151 to claim your ï¿½350 award
ham,I'm hungry buy smth home...
ham,Hi :)finally i completed the course:)
ham,"Haha yeah I see that now, be there in a sec"
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,What u talking bout early morning? It's almost noon where your at!
ham,Then anything special?
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,Wat ï¿½_ doing now?
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
ham,"Yes, my reg is  Ciao!"
ham,How are you enjoying this semester? Take care brother.
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,Hey... Very inconvenient for your sis a not huh?
ham,See you there! 
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,Tell me pa. How is pain de.
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,Going for dinner.msg you after.
ham,Going to take your babe out ?
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,Hope you are having a great day.
ham,No did you check? I got his detailed message now
ham,Dunno lei... I might b eatin wif my frens... If ï¿½_ wan to eat then i wait 4 ï¿½_ lar
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
spam,"U can WIN ï¿½100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,Dare i ask... Any luck with sorting out the car?
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Is there any training tomorrow?
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,How is your schedule next week? I am out of town this weekend.
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,Mine here like all fr china then so noisy.
ham,ï¿½ï¿½ comin to fetch us oredi...
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim ï¿½5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,Me too! Have a lovely night xxx
ham,New car and house for my parents.:)i have only new job in hand:)
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
ham,Yeah that'd pretty much be the best case scenario
ham,How's ur paper?
ham,Mathews or tait or edwards or anderson
spam,PRIVATE! Your 2003 Account Statement for 078
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,Ok lor. I'm in town now lei.
ham,Ok anyway no need to change with what you said
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... 
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,Morning only i can ok.
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Wat's my dear doing? Sleeping ah?
spam,TBS/PERSOLVO. been chasing us since Sept forï¿½38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec ï¿½1.50ea. OTBox 731 LA1 7WS. )"
ham,Check with nuerologist.
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
ham,Why she wants to talk to me
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 ï¿½3/wk 087016248
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,Nvm it's ok...
ham,Just got outta class gonna go gym.
ham,Id have to check but there's only like 1 bowls worth left
ham,Lmao. Take a pic and send it to me.
ham,So what do you guys do.
ham,Where r we meeting?
ham,* Will be september by then!
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
ham,What's ur pin?
ham,Eat jap done oso aft ur lect wat... ï¿½ï¿½ got lect at 12 rite... 
ham,You'd like that wouldn't you? Jerk!
ham,Sorry . I will be able to get to you. See you in the morning.
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
ham,Have you laid your airtel line to rest?
ham,Do u knw dis no. &lt;#&gt; ?
ham,Men like shorter ladies. Gaze up into his eyes.
ham,K k pa Had your lunch aha.
ham,Webpage s not available!
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,Excellent! Wish we were together right now!
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,I'm aight. Wat's happening on your side.
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,Ok that's great thanx a lot.
ham,Am okay. Will soon be over. All the best
ham,If I die I want u to have all my stuffs.
ham,Do you still have the grinder?
ham,Wewa is 130. Iriver 255. All 128 mb.
spam,"This is the 2nd time we have tried 2 contact u. U have won the ï¿½750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
ham,Another month. I need chocolate weed and alcohol.
spam,"URGENT!: Your Mobile No. was awarded a ï¿½2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,No probs hon! How u doinat the mo?
ham,I'm awake oh. What's up.
ham,Went fast asleep dear.take care.
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,"Sorry, went to bed early, nightnight"
ham,I'm in a movie... Collect car oredi...
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,"I call you later, don't have network. If urgnt, sms me."
ham,I am late. I will be there at
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
ham,Hey are we going for the lo lesson or gym? 
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save ï¿½s with Free texts/weekend calls. Text YES for a callback orno to opt out
ham,Thanks love. But am i doing torch or bold.
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,Thts god's gift for birds as humans hav some natural gift frm god..
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,Ok no prob. Take ur time.
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
ham,Yes:)sura in sun tv.:)lol.
ham,Am i that much bad to avoid like this?
ham,Sleeping nt feeling well
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
ham,Hi my email address has changed now it is 
ham,After the drug she will be able to eat.
ham,Have you bookedthe hut? And also your time off? How are you by the way?
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
ham,This is my number by vivek..
ham,Are you up for the challenge? I know i am :)
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
ham,U still painting ur wall?
ham,"Sir Goodmorning, Once free call me."
ham,Dear i have reache room
ham,I WILL CAL YOU SIR. In meeting
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Lol yeah at this point I guess not
ham,Your right! I'll make the appointment right now.
spam,tells u 2 call 09066358152 to claim ï¿½5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,"K, can I pick up another 8th when you're done?"
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,"U so lousy, run already come back then half dead... Hee..."
ham,Also are you bringing galileo or dobby
ham,Lol yes. But it will add some spice to your day.
ham,Much better now thanks lol
ham,Now get step 2 outta the way. Congrats again.
ham,Cramps stopped. Going back to sleep
ham,They r giving a second chance to rahul dengra.
ham,It's Ì© only $140 ard...ï¿½ï¿½ rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
ham,ï¿½ï¿½ got wat to buy tell us then ï¿½_ no need to come in again.
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,Hi:)did you asked to waheeda fathima about leave?
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,Yup ok...
ham,Nope i waiting in sch 4 daddy... 
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,K sure am in my relatives home. Sms me de. Pls:-)
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
ham,Sat right? Okay thanks... 
spam,URGENT! We are trying to contact U Todays draw shows that you have won a ï¿½800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,* Am on a train back from northampton so i'm afraid not!
ham,Keep my payasam there if rinu brings
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,Your daily text from me ï¿½ï¿½ï¿½ a favour this time
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham,Oh for fuck's sake she's in like tallahassee
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,"Sir, i am waiting for your call."
ham,Then ur sis how?
ham,Wat uniform? In where get?
ham,"Merry Christmas to you too babe, i love ya *kisses*"
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,"Like  &lt;#&gt; , same question"
ham,Understand. his loss is my gain :) so do you work? School?
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,Ok. No wahala. Just remember that a friend in need ...
ham,"I think your mentor is , but not 100 percent sure."
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
ham,Play w computer? Aiyah i tok 2 u lor?
ham,Den wat will e schedule b lk on sun?
ham,Hello madam how are you ?
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,Ok... Then r we meeting later?
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,Why i come in between you people
ham,MMM ... Fuck .... Merry Christmas to me
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
ham,Just sent it. So what type of food do you like?
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,Neva mind it's ok..
spam,You have 1 new message. Please call 08712400200.
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
ham,"The table's occupied, I'm waiting by the tree"
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
ham,No de.am seeing in online shop so that i asked.
ham,Nah im goin 2 the wrks with j wot bout u?
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,Yes.. now only saw your message..
ham,"Oh fine, I'll be by tonight"
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,"see you then, we're all christmassy here!"
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,Carlos'll be here in a minute if you still need to buy
ham,Please leave this topic..sorry for telling that..
ham,I'm in town now so i'll jus take mrt down later.
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,Wat time r ï¿½_ going to xin's hostel?
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,In work now. Going have in few min.
ham,The new deus ex game comin early next yr
ham,ï¿½ï¿½ still attending da talks?
ham,I have to take exam with in march 3
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
ham,Aiyo please ï¿½_ got time meh.
ham,Don know..wait i will check it.
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
spam,You are a winner U have been specially selected 2 receive ï¿½1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
ham,My friends use to call the same.
spam,Ur HMV Quiz cash-balance is currently ï¿½500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
ham,Cos i want it to be your thing
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
ham,Jos ask if u wana meet up?
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,Lovely smell on this bus and it ain't tobacco... 
ham,"It's that time of the week again, ryan"
ham,Good morning princess! Happy New Year!
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,Lil fever:) now fine:)
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Alright. I'm out--have a good night!
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
ham,"fyi I'm at usf now, swing by the room whenever"
spam,"complimentary 4 STAR Ibiza Holiday or ï¿½10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,Ok i msg u b4 i leave my house.
ham,No current and food here. I am alone also
ham,Also remember to get dobby's bowl from your car
ham,Thanx 4 sending me home...
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callsï¿½1/minmoremobsEMSPOBox45PO139WA
ham,Ok... But bag again..
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
ham,Have your lunch and come quickly and open the door:)
